0	625509021097684992	_prejudiced	keep defending terrorists, keep signing mercy petitions for dem &amp; dey'll keep showing their love like dis! #Shame #GurdaspurAttack	inside all of us is a wild thing.	300	1	1
7/27/2015 10:05:12	625607865043017728	tufailelif	#GurdaspurAttack It is time a private website started publishing the names of Indian soldiers and policemen killed in jihadist attacks.	author and commentator on south asian current affairs; ex-bbc journalist, countering everyday islamism; views grounded, rts  endorsement.	11359	1	0
7/27/2015 10:08:15	625608629882761216	puruohit	#GurdaspurAttack Do not forget: The United States is arming the jihadist state of Pakistan with money and weapons.	,	168	1	1
7/27/2015 10:09:57	625609058842640389	sammyroy85	#Shame Our politicians are busy in fighting with each other while our Jawans are fighting with deadly terrorists #GurdaspurAttack #Gurdaspur	fighter, proud indian. win or lose i am always #mufc fanatic. everyone's friend!!	104	1	0
7/27/2015 10:11:12	625609371523772416	tufailelif	#GurdaspurAttack Hafiz Muhammad Saeed of Lashkar-e-Taiba is recruiting jihadists among Palestinians in Gaza and Burmese camps in Indonesia.	author and commentator on south asian current affairs; ex-bbc journalist, countering everyday islamism; views grounded, rts  endorsement.	11359	1	1
7/27/2015 10:14:57	625610315841994752	imSachin_alive	#shame..u r still busy in playing politics n making stupid allegations in parliament on such a sensitive issue?? @INCIndia #GurdaspurAttack		14	1	0
7/27/2015 10:15:15	625610394187337728	IndiObjectivist	Pakis, Say good bye to #baluchistan .Remember, @narendramodi neither forgets nor forgives. #GurdaspurAttack #Punjab #ModiAttacksGurdaspur	an objectivist, realist,exposing the leftist propaganda everyday. a is a	29	1	0
7/27/2015 10:15:30	625610455692677120	puruohit	#GurdaspurAttack This is a known enemy: At this point, Hafiz Muhammad Saeed is recruiting jihadists in Burmese refugee camps of Indonesia.	,	168	1	1
7/27/2015 10:16:04	625610598278021120	puruohit	#GurdaspurAttack Indian people stand with the people across the border, not with the jihadist state of Pakistan. ISI is a jihadist group.	,	168	1	1
7/27/2015 10:20:38	625611747198545920	impbhatt	There r 3types of terrorists .Khalistan terrorists ,saffron terrorist and terrorists who have no religion #GurdaspurAttack #MaiBhiLiberal	i am a certified intolerant.	53	1	1
7/27/2015 10:26:07	625613125279219712	simbamara	#GurdaspurAttack Hafiz Saeed of Lashkar-e-Taiba is recruiting jihadists among Palestinians in Gaza &amp; Burmese camps in Indonesia.@tufailelif	freespirit, nature lover,gourmet traveller,linguist,art promoter,real politics.proud hindu.investment analyst..retweets not personal views	3334	1	1
7/27/2015 10:26:49	625613302769389568	AninBanerjeeeee	@IYC targets @PMOIndia while protesting #GurdaspurAttack ! Even on such a day politics is at heart of it. Could hv waited 24 hrs. #shame	i report for india today television. but all tweets are solely mine and not of my employer. i mean it. and i don't endorse thru rts.	106	1	0
7/27/2015 10:27:14	625613407107031040	SirZaidHamid	By killing terrorists in #GurdaspurAttack are we not becoming like terrorists themselves? Thoughts of #AdarshLiberals	guardian angel of pakistan army and isi. mission takmeel-e-pakistan and ghazwa hind. personal advisor to general raheel sharif.	22756	1	1
7/27/2015 10:31:07	625614385084432384	Murali_Bekkam	@ShainaNC Madam say something about #GurdaspurAttack other wise Congis and other #AdarshLiberals would attack you for doing yoga		19	1	0
7/27/2015 10:31:16	625614421407076353	yuktiyukta	Kill all terrorists. If caught alive one day #AdarshLiberals will sign mercy petitions fr thm. #GurdaspurAttack	forever student, massachusetts ins of technology, virginia tech, interested in science, politics, philosophy, proud hindu	108	1	1
7/27/2015 10:31:56	625614592396300288	Rajender_Shimla	#GurdaspurAttack Every Indian stands up whenever there is an attack on the sovereignty &amp; integrity of India. So why this #AAPwithTerrorists?	an #indian,#pahari #himachali,#itprofessional, #internetexpert,#webadvisor,#onlinebusinesses,#socialist,#freelancer	1635	1	0
7/27/2015 10:32:53	625614830846636032	rite2ankit	#GurdaspurAttack shows why terror has one religion	helping #startups #entrepreneurs globally in enhancing #business	907	1	1
7/27/2015 10:35:13	625615416983986176	paramchahal_	but what can we expect from a country that kill their own people shameless pakis trending absurd. #GurdaspurAttack	studying medicine india first retweets not endorsments tweets not intended to hurt anyone	7	1	1
7/27/2015 10:36:47	625615811072241666	IdamRashtray	perhaps some #AdarshLiberals hv started 2write letter 4 safe passage 2 terrorists from blood thirsty security forces..#GurdaspurAttack	proud father of an angel..author of understanding hinduism...   ,  ,  ..	577	1	1
7/27/2015 10:37:49	625616069470752768	nitinsjog_ngp	#GurdaspurAttack #AdarshLiberals gear up for the next 'SaveThe Terrorist' mission. http://t.co/reM4gjnilL	consulting engineer in water infrastructure. fed up with suspect indian politicos and paid media.	52	1	1
7/27/2015 10:40:02	625616627829092353	some_indian	Stmt condmng encntr deaths &amp; Mercy petition for alive -both ready. #AdarshLiberals wtng fr outcome #GurdaspurAttack https://t.co/VW0wpIYbAm	~ some indian, some of us &nbsp; ~ opp of adharm is dharm : dharm is sanatan &nbsp; ~ i came, i saw, i rted	938	1	1
7/27/2015 10:40:17	625616690756325376	Miss__mamta	Now jst watch how mny seculars showing sympathy on #gurjeetsingh,ssp who ws killed in #gurdaspurattack &amp; hw mny in fevour f hang ban	modified,moody,foodie,filmy ,dreamy,love nature, humour,best rt u find here,love2learn,egalitarian insprsn- @sambitswaraj (krishna) rt=endorse	121	1	1
7/27/2015 10:40:23	625616717188853760	paramchahal_	if we had said that attack on children Peshawar was carried by pakis themselve how u would hv reacted shameless pakis #GurdaspurAttack	studying medicine india first retweets not endorsments tweets not intended to hurt anyone	7	1	1
7/27/2015 10:40:48	625616820402319360	NeelakshiGswm	8 innocent killed by jihadis in #GurdaspurAttack... The terrorist apologists shd be out now crying victim #Gurdaspur	#pandit| #assam #kashmir #proisrael | dr @swamy39 bhakt | followed by 200+ verified media/political personalities across d world & blocked by rats.	25912	1	0
7/27/2015 10:41:15	625616936336887808	aniksahaonline	after the #GurdaspurAttack ,some separatist groups are trying to induce the Khalistan issue.DON'T LISTEN TO THEM INDIANS. #unitedWeStand	a proud indian.a writer.preacher of #mattersofinstinct and #besafe and trending tweets.admin of http://t.co/svkdqaljzp . a wattpader at http://t.co/judi2cjxy0	402	1	1
7/27/2015 10:43:16	625617441452769280	thekernelspeaks	Good deal ... u #presstitutes @sardesairajdeep @IndiaToday @aajtak must be slapped on sight without any Due diligence. #GurdaspurAttack	staunch right wing hindu with blood group #rss positive	4888	1	1
7/27/2015 10:45:37	625618036133724160	ankitcktd	By killing terrorists in #GurdaspurAttack are we not becoming like terrorists themselves? Thoughts of #AdarshLiberals	मौन भले हो जाऊं पर गौण नही हो सकता हूँ	390	1	0
7/27/2015 10:49:52	625619103265329152	sumitmishra11	Stupids Bringing a Religious angle In #Gurdaspur nd Questioning Sikhs on #GurdaspurAttack I Let U Understnd Dey R Biggest Patriots of India	शिवभक्त,nationalist, curse media if you ever find me biased, rw's,armchair critique न त्वेवार्यस्य दासव: followed by @girirajsinghbjp @upadhyaysbjp & @byadavbjp	397	1	1
7/27/2015 10:50:35	625619285595918336	ncsradvocate	#GurdaspurAttack will shut ugly secular mouths, Yakoob will b hung, no force will come to his rescue	country first, family next, self last, neither gandhian nor secular, never voted for cong, no god fathers, i hate invaders' legacy, regional chuavanists	122	1	0
7/27/2015 10:51:41	625619561476272128	some_indian	In the meanwhile #AdarshLiberals finding a way to link/ blame on RSS/ Modi.Won't be surprised if such attempts made. #GurdaspurAttack	~ some indian, some of us &nbsp; ~ opp of adharm is dharm : dharm is sanatan &nbsp; ~ i came, i saw, i rted	938	1	1
7/27/2015 10:52:48	625619840166838274	ncsradvocate	#GurdaspurAttack will be a great chance to eliminate rogue islamic state Pakistan, heart throb of many secular Indians	country first, family next, self last, neither gandhian nor secular, never voted for cong, no god fathers, i hate invaders' legacy, regional chuavanists	122	1	1
7/27/2015 10:53:08	625619924535377920	pkkush64	indian #presstitutes must be happy that no innocent terrorist has been killed yet by the demonic police forces #GurdaspurAttack	#congressmuktbharat #sanskrit and #hinduism. rts are not endorsement. if you like my tweets without rt, i may block or unfollow you.	1544	1	1
7/27/2015 10:53:30	625620019347615744	aniksahaonline	after the #GurdaspurAttack ,some separatist groups are trying to induce the Khalistan issue.DON'T LISTEN TO THEM... http://t.co/UPPFSDyIrr	a proud indian.a writer.preacher of #mattersofinstinct and #besafe and trending tweets.admin of http://t.co/svkdqaljzp . a wattpader at http://t.co/judi2cjxy0	402	1	1
7/27/2015 10:54:31	625620273715355648	pkkush64	The #AdarshLiberals are happy that no innocent terrorist has got killed because of demonic police forces #GurdaspurAttack	#congressmuktbharat #sanskrit and #hinduism. rts are not endorsement. if you like my tweets without rt, i may block or unfollow you.	1544	1	1
7/27/2015 10:55:05	625620416791326720	aniksahaonline	after the #GurdaspurAttack ,some separatist groups are trying to induce the Khalistan issue.DON'T LISTEN TO THEM . #unitedWeStand #IndiaIs1	a proud indian.a writer.preacher of #mattersofinstinct and #besafe and trending tweets.admin of http://t.co/svkdqaljzp . a wattpader at http://t.co/judi2cjxy0	402	1	1
7/27/2015 10:55:25	625620501566611456	sgangopadhyay	The #GurdaspurAttack is done by the people from "Religion of Peace" also known by the name #Islam.	entrepreneur, rss स्वयंसेवक, biochemistry nerd. cisco & linux guru. cheese aficionado. tweets are personal. official suman gangopadhyay	2015	1	1
7/27/2015 10:58:30	625621278326521856	FarisAliKhan2	Freedom Fighters of #Khalistan have killed Hindus enemies. Well done, We'are with Freedom Fighters of #GurdaspurAttack #LiberateKhalistan	a patriot. love pak sarzameen. striving to defeat enemy's propaganda against pakistan in cyber war. liberation of palestine, khalistan & freedom of kashmiris.	3121	1	1
7/27/2015 10:58:47	625621346798546944	Tasmayi	@ShekharGupta Wow ... whats next ? #Presstitutes want @VinodKhanna to nab all the terrorists ? Next will u blame Modi for #GurdaspurAttack ?	only when v realize the 1300 yrs of brutal islamic invasions can v b true nationalists	589	1	1
7/27/2015 11:00:23	625621752039673858	ParagRudani	Already drafted Tweet by @BDUTT @sagarikaghose @kavita_krishnan @_sabanaqvi &amp; @RanaAyyub "TERROR HAS NO RELIGION" #GurdaspurAttack		14703	1	0
7/27/2015 11:01:49	625622111319515136	FarisAliKhan2	#GurdaspurAttack is not a terrorism activity at all, Khalistan Freedom Fighters are fighting to #LiberateKhalistan. #ModiAttacksGurdaspur	a patriot. love pak sarzameen. striving to defeat enemy's propaganda against pakistan in cyber war. liberation of palestine, khalistan & freedom of kashmiris.	3121	1	0
7/27/2015 11:02:02	625622163807076352	kalpajitgogoi2	India shld put pressure on UK &amp; Canada which fast becoming playing ground for Sikh terrorist organisation &amp; its patron ISI #GurdaspurAttack	sports & foreign affairs enthusiast. mba, self employed. hindu by birth, indian by heart	216	1	1
7/27/2015 11:02:32	625622290688913409	sgangopadhyay	With today's #GurdaspurAttack I am wondering @DrGPradhan that is #Id celebrations still going on by people from "religion of Peace" ?	entrepreneur, rss स्वयंसेवक, biochemistry nerd. cisco & linux guru. cheese aficionado. tweets are personal. official suman gangopadhyay	2015	1	1
7/27/2015 11:03:18	625622486239965184	zameer_asim	#GurdaspurAttack kill these paki bastard..namo do something..!!		0	1	1
7/27/2015 11:03:40	625622577818374144	Minni2r	Pakistan is spilling its jihad shit on neighbors. #GurdaspurAttack	sociology analyst, engineer, history freek.	36	1	1
7/27/2015 11:05:41	625623084188315648	bararbhai	Hilarious We cannot arrest Bukhari, Owaisi &amp; Separatists and we expect Pakistan to arrest Tiger Memon &amp; Dawood for us! #GurdaspurAttack	mechanical engineer studied at govt. engineering college bikaner b.tech 2008-12	12	1	1
7/27/2015 11:06:25	625623270574809088	KuchBhiBolega	The disclaimer in @BeingSalmanKhan 's #BajrangiBhaijaan that all characters are fictitious was for Paki dogs. #GurdaspurAttack @BolshoyBooze	college mein bio paper nahi likha..toh ab kya ghantaa bio likhoonga! screw religion. screw politics. screw media.	47	1	0
7/27/2015 11:06:51	625623380054704128	golive09	#AAPwithTerrorists and therefore can't point fingers @ their own family??? #GurdaspurAttack https://t.co/scvXeI8SB2	hindu,patriot,a staunch bjp supporter,a loyalist of namo	99	1	0
7/27/2015 11:07:50	625623625014468608	KuchBhiBolega	Disclaimer in @BeingSalmanKhan 's #BajrangiBhaijaan that all characters are fictitious was for Paki dogs. #GurdaspurAttack @balliawalebaba	college mein bio paper nahi likha..toh ab kya ghantaa bio likhoonga! screw religion. screw politics. screw media.	47	1	0
7/27/2015 11:10:51	625624386603630593	Ghajinikanth	26/7 = Mumbai Terror Attack 27/7 = #GurdaspurAttack #shame #sad	chair thinker, arm wrestler, exclusive funny writer and believing in live life rajnikanth style. udta teer and mere tweets kabhi bhi lag sakte hai,bachke rahiyo	1180	1	0
7/27/2015 11:11:00	625624421529575424	thekernelspeaks	Can #Presstitutes @sardesairajdeep &amp; Italian dogs @JhaSanjay stop poking their Nose in this attack on Our India #GurdaspurAttack	staunch right wing hindu with blood group #rss positive	4888	1	0
7/27/2015 11:12:58	625624916117712896	mehyer	Has #Bhai, the 40 petitioners,Commie Bastards &amp; innumerable #presstitutes tweeted about #GurdaspurAttack yet or r they preparing petition?	wannabe social commentator, armchair activist. believes change is constant. rt's do not imply endorsement.	405	1	1
7/27/2015 11:13:01	625624931762438144	Pr1ncejerry	They way Indian extremists using politics &amp; religions against minorities one day India will lose all states like 1947. #GurdaspurAttack	#wanttoworkforcauses attended #azadimarch(byday1) #ikluvr #rajput #lastminuteguy#luvrominsect #mba #nust #luv@iamsrk #filmmaking #writer #moviesenthusiastic	409	1	0
7/27/2015 11:13:22	625625018668445696	nittin_	Before seculars preach again dat terror has no religion #GurdaspurAttack http://t.co/VxUDOFJvD3	adventurous, courageous, versatile, lively, positive, passionate, arrogant, stubborn, impulsive and confrontational.hindu nationalist	644	1	0
7/27/2015 11:14:27	625625292392919040	FarisAliKhan2	Some facts for #GurdaspurAttack. Actually #ModiAttacksGurdaspur Sikhs have a right of freedom. #LiberateKhalistan http://t.co/bpsb39tlOk	a patriot. love pak sarzameen. striving to defeat enemy's propaganda against pakistan in cyber war. liberation of palestine, khalistan & freedom of kashmiris.	3121	1	1
7/27/2015 11:17:22	625626024840007680	Raamruturaj	#GurdaspurAttack These Pigs are --- Traitors of Common Man # Traitors of Hindus # Traitors of India # http://t.co/N5cBVm9B3l		9	1	1
7/27/2015 11:19:56	625626669244530692	aniksahaonline	@realpreityzinta after #GurdaspurAttack ,some separatist groups are trying to rise the Khalistan issue.DON'T LISTEN TO THEM.# #IndiaIs1	a proud indian.a writer.preacher of #mattersofinstinct and #besafe and trending tweets.admin of http://t.co/svkdqaljzp . a wattpader at http://t.co/judi2cjxy0	402	1	0
7/27/2015 11:20:39	625626852552368128	schandrashekha4	Since 47 country facing Islamic radicals sponsored by pak now its time to hit hard not speak #GurdaspurAttack		3	1	1
7/27/2015 11:21:41	625627109549932544	aniksahaonline	@priyankachopra after #GurdaspurAttack ,some separatist groups are trying to rise the Khalistan issue.DON'T LISTEN TO THEM.# #IndiaIs1	a proud indian.a writer.preacher of #mattersofinstinct and #besafe and trending tweets.admin of http://t.co/svkdqaljzp . a wattpader at http://t.co/judi2cjxy0	402	1	0
7/27/2015 11:23:02	625627452782477312	aniksahaonline	@zakka_jacob after #GurdaspurAttack ,some separatist groups are trying to rise the Khalistan issue.DON'T LISTEN TO THEM.# #IndiaIs1	a proud indian.a writer.preacher of #mattersofinstinct and #besafe and trending tweets.admin of http://t.co/svkdqaljzp . a wattpader at http://t.co/judi2cjxy0	402	1	0
7/27/2015 11:23:18	625627518142263296	amitakjain	if police had killed #GurdaspurAttack terrorists b4 they cud attack then cong n aap wud have protested with candle march #aapwithterrorists	profile    !        , follow     ! (biologic+emotion+intellectu)aly indian	1834	1	0
7/27/2015 11:23:27	625627555677081601	g7ayush	All Jihadis Killed. #GurdaspurAttack	dharmic | nationalist | kafir | military enthusiast | tweets about politics, culture & religion	194	1	1
7/27/2015 11:23:50	625627652951425024	aniksahaonline	@shivaroor after #GurdaspurAttack ,some separatist groups are trying to rise the Khalistan issue.DON'T LISTEN TO THEM.# #IndiaIs1	a proud indian.a writer.preacher of #mattersofinstinct and #besafe and trending tweets.admin of http://t.co/svkdqaljzp . a wattpader at http://t.co/judi2cjxy0	402	1	0
7/27/2015 11:24:45	625627881662750720	anshul_surolia	keep defending terrorists, keep signing mercy petitions for dem &amp; ; dey'll keep showing their love like dis! #Shame #GurdaspurAttack	dont think for a second that i actually care what you have to say	128	1	1
7/27/2015 11:26:24	625628299964780544	aniksahaonline	@mikasingh after #GurdaspurAttack ,some separatist groups are trying to rise the Khalistan issue.DON'T LISTEN TO THEM.# #IndiaIs1	a proud indian.a writer.preacher of #mattersofinstinct and #besafe and trending tweets.admin of http://t.co/svkdqaljzp . a wattpader at http://t.co/judi2cjxy0	402	1	0
7/27/2015 11:26:25	625628303085273088	SouleFacts	Muslim terrorist in #GurdaspurAttack https://t.co/1VCQj0QcFn	nationalist, proud indian & hates traitor, allergic to scent of ittar. follow me at ur own risk, i explode frequently & not worth following.no personal question	19710	1	1
7/27/2015 11:26:31	625628327168966656	nitluc91	#GurdaspurAttack SHOOT THEM orelse remember secular s and owaisi's will start playing the religion card ...........	i am simple&cool so never forget me	22	1	1
7/27/2015 11:26:33	625628336128004096	karannkapoor18	The people who attacked today in #GurdaspurAttack are suffering Muslims taking revenge for Babri Masid ... #TweetlikeSecularJamat Bastards	life is fun for those who know, how to celebrate it in pain. https://t.co/yjisuqojht	24366	1	1
7/27/2015 11:26:55	625628425898737664	aniksahaonline	@drramansingh after #GurdaspurAttack ,some separatist groups are trying to rise the Khalistan issue.DON'T LISTEN TO THEM.# #IndiaIs1	a proud indian.a writer.preacher of #mattersofinstinct and #besafe and trending tweets.admin of http://t.co/svkdqaljzp . a wattpader at http://t.co/judi2cjxy0	402	1	0
7/27/2015 11:27:01	625628453606285312	Mohan_Gorana	The Team Is AllOut. Islamic Terrorist Pig Killed by Army. On way to get 72 Hoors. squint emoticon #GurdaspurAttack http://t.co/PO5CzdAS0j		62	1	1
7/27/2015 11:27:30	625628575006261248	aniksahaonline	@httweets after #GurdaspurAttack ,some separatist groups are trying to rise the Khalistan issue.DON'T LISTEN TO THEM.# #IndiaIs1	a proud indian.a writer.preacher of #mattersofinstinct and #besafe and trending tweets.admin of http://t.co/svkdqaljzp . a wattpader at http://t.co/judi2cjxy0	402	1	0
7/27/2015 11:28:34	625628842896396288	officeofPaGa	#GurdaspurAttack disproves Paki theorem of Muslim Superiority, 1 muslim &lt;&gt; 11 non-muslims. Better luck next time	follow @officeofrg for real humor. this is parody.	6334	1	1
7/27/2015 11:28:51	625628913851629568	tushar121212	#GurdaspurAttack - Gurdaspur attackers heard shouting Islamic slogans: http://t.co/cTUbkEbjdF	finance professional interest in economics & politics. proud indian & feels nation above all.	290	1	1
7/27/2015 11:28:54	625628926480519168	aniksahaonline	@livemint after #GurdaspurAttack ,some separatist groups are trying to rise the Khalistan issue.DON'T LISTEN TO THEM.# #IndiaIs1	a proud indian.a writer.preacher of #mattersofinstinct and #besafe and trending tweets.admin of http://t.co/svkdqaljzp . a wattpader at http://t.co/judi2cjxy0	402	1	0
7/27/2015 11:28:55	625628929278083072	Freakoh	All jihadis have been sent to Jannat. Good job Punjab Police. The officers who sacrificed their lives, may Rest in Power. #GurdaspurAttack	t-800 by heart. t-1000 by brain. if you get the reference, we will get along.	1414	1	0
7/27/2015 11:31:25	625629558914445312	aniksahaonline	@sdsanddunes after #GurdaspurAttack ,some separatist groups are trying to rise the Khalistan issue.DON'T LISTEN TO THEM.# #IndiaIs1	a proud indian.a writer.preacher of #mattersofinstinct and #besafe and trending tweets.admin of http://t.co/svkdqaljzp . a wattpader at http://t.co/judi2cjxy0	402	1	0
7/27/2015 11:32:14	625629767904006149	biharmerijaan	#GurdaspurAttack Army heard shouting Islamic slogans.Sorry #BraveHearts No one will listen U in Secular India http://t.co/s2BPeXQRjt		27	1	1
7/27/2015 11:32:14	625629764301094912	PrafullaCTiwari	Some burnol moment for our #Libtards https://t.co/7LJ4zUpov4 #GurdaspurAttack	staunch supporter of pm modi. believe in good governance and policies. free market supporter and socialism sucks.	524	1	0
7/27/2015 11:32:44	625629890285432832	aniksahaonline	@kunalkohli after #GurdaspurAttack ,some separatist groups are trying to rise the Khalistan issue.DON'T LISTEN TO THEM.# #IndiaIs1	a proud indian.a writer.preacher of #mattersofinstinct and #besafe and trending tweets.admin of http://t.co/svkdqaljzp . a wattpader at http://t.co/judi2cjxy0	402	1	0
7/27/2015 11:33:32	625630091733635072	AeyHalkat	When the #GurdaspurAttack #terrorists are dead, I so want faces of #Presstitutes @BDUTT @sagarikaghose &amp; others superimposed on those bodies	why so serious? not here to please you. 18+ bbm:564cebab	492	1	1
7/27/2015 11:34:01	625630214358372352	greatrebellion2	@FarisAliKhan2 U SUPPORT KHALISTAN? THAN Y DONT U ASK UR GOVERNMENT TO FREE NANKANASAHIB #GurdaspurAttack #LiberateKhalistan		5	1	0
7/27/2015 11:34:16	625630277826510849	Damini_B	Every time we trust their religion of "Peace" They come with another terrorist attack. #GurdaspurAttack	learner / coffee lover / law student / dreamer / argumentative /life-lover / sagittarius	89	1	1
7/27/2015 11:34:21	625630300366852096	mkaeel	@kunalkohli india have more then 32 separatist movements including #KhalistanMoment what makes you think its Pakistan? #GurdaspurAttack	nachos,chicken and pleasant people,movie and music geek and hardcore pti....ex info sec. isf karachi,ex gen. sec. isf dist. central & unicef. what else???	196	1	0
7/27/2015 11:35:15	625630526288715776	awanishr	India can fight Pakistani Jihadists only when it develops the ball to fight internal Jihadis #GurdaspurAttack https://t.co/2x0PWgMeUm	#history #theology #finance #economics #startups	507	1	1
7/27/2015 11:35:56	625630698431328256	prthecool55	Instead of showing sympathy and feeling ashamed Pakistan is trying provoke sikhs. Shame on Pakistan #GurdaspurAttack	some people say i m awesome..	24	1	1
7/27/2015 11:36:16	625630781918937089	OneCanOnlyBeOne	#GurdaspurAttack Terror attacks for religions for the community and trust no God of any community wants it. #ShameOnYou so called religions	one can only be one	1296	1	2
7/27/2015 11:37:21	625631053382692864	TechieGuy_12	Every time we trust their religion of "Peace" They come with another terrorist attack. #GurdaspurAttack	| a kattar hindu |it engineer|techie| news & internet addict | nationalist | egoistic | argumentative |always curious | @narendramodi & @bjp4india supporter |	141	1	1
7/27/2015 11:39:51	625631680733147136	Beebagr_Baluch	Pakistani Army, ISI AND Islamic Jihadist involved in #gurdaspurattack Now India Openly Support Baloch fr destroying Pak terrorism, @PMOIndia	dp of my leader hyrbyair marri #balochistan liberation #humanrights activist,freedom from #pakistan & #iran ,support #india & #israel #kurds #yezidi hate #isis	6009	1	1
7/27/2015 11:40:15	625631785351688192	pmodgill	#GurdaspurAttack Well done Indian Army &amp; Police. Killed these #Paki #Maggots. I wish death to all motherfucking #terrorists &amp; #islamists	businessman, entrepreneur, venture capitalist & philanthropist	71	1	1
7/27/2015 11:40:25	625631825562570752	SwarupPhD	Shut Up! Terror has no religion. MT @htTweets #Gurdaspur attackers heard shouting Islamic slogans http://t.co/9IByYAiP3E #GurdaspurAttack	scientist. president of hindu secular forum. 1% of rts may be endorsement. fighting to save world from islamic jihad.	14840	1	1
7/27/2015 11:40:51	625631934513721344	kannandelhi	We should forget India vs Pakistan sporting ties at home or away. Tricky Pakis will never learn. #GurdaspurAttack @mail_today		154	1	1
7/27/2015 11:42:19	625632305487351808	shambhunathjha4	#GurdaspurAttack Pakis send der men to die and attain salvation in India		0	1	1
7/27/2015 11:42:51	625632438765535232	zamuran98	Pakistani Army, ISI AND Islamic Jihadist involved in #gurdaspurattack Now India Openly Support Baloch fr destroying Pak terrorism, @PMOIndia	baloch journalists forum  ex anchor of a bn tv	816	1	1
7/27/2015 11:43:30	625632603400351746	mswami	Indian Media conceals #GurdaspurAttack is by Muslim Jihadis while international media&amp;our Army have confirmed it! http://t.co/aFHfXQxvdz	maverick,non-sikular liberal , house husband and a gainfully unemployed bloke watching the world in amusement! alumni of xlri. detest left-lib elite	1478	1	1
7/27/2015 11:43:34	625632617560281088	Sriram_sv	#GurdaspurAttack is a slap on terror sympathisers in opposition nd Indian #presstitutes #AdarshLiberals ,if they consider it as agnst india	comments are personal . rt's may or may not imply as endorsements	457	1	1
7/27/2015 11:44:29	625632847462858752	USusheel	#AdarshLiberals you have another #IshratJahan today, start breaking your bangles &amp; whining! #GurdaspurAttack https://t.co/fD43GHMdm2	hindu nationalist. tweets are my personal views.. rt ≠ endorsement	252	1	0
7/27/2015 11:46:10	625633270844260352	indomitablesoul	Feeling so proud of Punjab Police who defended n defeated all Paki Rats when challenged in #GurdaspurAttack Now neutralize whoever involved	mechanical engg. patriot,foodie,footballer,sportsfan,traveller n rebel @ heart.nation comes first,always n everytime. live n let live.jai hind!tweets r personal	83	1	2
7/27/2015 11:46:19	625633309083631616	parasarabhijit	@batangadbaaz @bhaiyyajispeaks Its time to open wagha border for pakis to take their relative's bodies back #GurdaspurAttack	i think before i tweet, i don't copy, and my tweets are my personal opinion.	43	1	1
7/27/2015 11:46:35	625633378486738944	RamraoKP_	Pakistani islamic terrorists behind #GurdaspurAttack . Prove me wrong.. #Hangyakub https://t.co/tEcWg5JRMq	|  | hindu nationalist | | brahmin | |nationfirst | |ram ji bhakt | |member of @bjpindia | #hindusarehumantoo | |bharat mata ki jai| |vandemataram|	2515	1	1
7/27/2015 11:47:10	625633525769699328	g7ayush	When Jihadis scream "Allahu Akbar" attack and kill people, thats proof its nothing to do with Islam. #GurdaspurAttack	dharmic | nationalist | kafir | military enthusiast | tweets about politics, culture & religion	194	1	0
7/27/2015 11:47:53	625633705722290176	LegalKant	#GurdaspurAttack terrorists shouted Islamic slogans. Terrorism and terrorists both has a religion. Islamic Terror.	avocat / conomiste / paris-sorbonne	231	1	1
7/27/2015 11:51:17	625634560257212416	AmerPadma	@SD203 @BDUTT &lt;-- she won't because anti-national anti-Hindu @INCIndia is led by secular italian &amp; her semi italian brood #GurdaspurAttack	vande mataram! retweets are not endorsements.	658	1	0
7/27/2015 11:51:43	625634670705643520	VirkSJ	What happened to that number of terrorists being 15; only 4 killed and there also was a lady jihadi what about that!?  #GurdaspurAttack	there are two kinds of people, one, born with a silver spoon & the other who defines the value of silver!! be the latter..	671	1	0
7/27/2015 11:54:30	625635369824817152	WandererSS6	I feel sorry for #AdarshLiberals &amp; Muslims like Owaisi. They must be really hurt after knowing all terrorist in #GurdaspurAttack killed.	mkt research analyst|kashmiri pandit deserted from our paradise|proud indian|believes in do what makes you happy.	403	1	1
7/27/2015 11:56:56	625635981190795264	harshvb	Terrorists shout Islamic slogans and they don't get offended but don't give color of religion to terrorism. #AdarshLiberals #GurdaspurAttack	404 - info could not found.	144	1	1
7/27/2015 11:58:12	625636298749947906	pat_monu	Now owaisi will say "Those terrorists were killed because they were muslims". #AdarshLiberals #GurdaspurAttack		94	1	1
7/27/2015 11:58:45	625636437740773378	aniksahaonline	@shivaroor after #GurdaspurAttack ,some separatist groups are trying to rise the Khalistan issue.DON'T LISTEN TO THEM.# #IndiaIs1	a proud indian.a writer.preacher of #mattersofinstinct and #besafe and trending tweets.admin of http://t.co/svkdqaljzp . a wattpader at http://t.co/judi2cjxy0	402	1	0
7/27/2015 11:59:09	625636538534092800	1heRebel	Owaisi must be crying at home as sharia terrorist were not able to free him in free country after shouting Islamic Slogans. #GurdaspurAttack		61	1	1
7/27/2015 11:59:25	625636608784625664	goodnewsofday	All three islamic extremist terrorist are killed in on going battle in Gurdaspur. #GurdaspurAttack		6	1	1
7/27/2015 11:59:27	625636616191643648	ChowmeinMonster	where are all the right wing nutjobs who were blaming Khalistan or aap where clearly they are islamic terrorists? #GurdaspurAttack	hot headed atheist	42	1	1
7/27/2015 11:59:31	625636630343188480	Creator1003	In return of bajrangi bhaijaan pakis give us return gift in the form of Punjab attacks today!!!! #GurdaspurAttack https://t.co/OYj0S177PH	hari om tatsat....	91	1	1
