4/25/2015 8:28:42	591881506991132672	tweeteringuise	Evangelists begin prowling #NepalEarthquake https://t.co/RKVpXO9DpC	just another tweeter. tweets and rts may not confirm with your perception of morality.	94	1	1
4/25/2015 21:03:53	592071556622233600	bohra_p	#SoulVultures Deleting Tweet... Afraid ... lol #NepalEarthquake is chance 4 thm to convert poor n needy ppl. #Sad https://t.co/qPC8nWlyKD	( rt )     #       rt not = to endorsement	791	1	1
4/25/2015 21:04:16	592071650696278017	DrDNYKrishna	Double tragedy for Nepal Earthquake + Xtian Missionary coming in droves to harvest Soul #NepalEarthquake (2/2) http://t.co/p9RRPzFlP0	कट्टर हिन्दू | modi brigade | humanity is the essence | medical student | insomniac | book eater | news addict | arrogant | abusive | argumentative	82	1	1
4/25/2015 21:14:45	592074289685221376	perlazza	Oh Lord! So sad day for humanity, more than 1400 dead after devastating quake hits #Nepal #NepalEarthquake	friendly and humanitarian honest and loyal original and inventive independent and intellectual. الله أكبر	33	1	2
4/25/2015 21:17:15	592074919740973056	kran8897	Missionary fuckers on mission #NepalEarthquake	retweets = endorsement #joinbjp #dial18002662020 #congressmuktbharat https://t.co/14j67ewsh6	147	1	1
4/25/2015 21:20:06	592075635901640705	TrendieIN	Trending India:02:50 AM IST 1. #NepalEarthquake 2. #VijayAwards 3. #RuinARomanticMomentIn4Words 4. #CSKvKXIP 5. #SoulVultures	we deliver trends - india. follow to stay updated with latest trends.	13940	1	0
4/25/2015 21:23:12	592076415446556672	Kalpeshtamariya	True face of #SoulScavengers Humanitarian aid is means 4 Religious conversion #ChristianTerror #NepalEarthquake http://t.co/DfjSnrpbjz	# perfect is boring: beauty is irregular. tea addicated. ..	756	1	1
4/25/2015 21:23:19	592076443787534336	human995522	Disgusting #ISIS of west #Vatican #SoulVultures are eyeing #harvestSoul in #NepalEarthquake No wonders why #Putin hates these low scums	|attitude matters| bully| arrogant| strong opinionated|double standard hater| point blank range tweeter| lets see |proud pagan|nefarious da infidel	15	1	1
4/25/2015 21:29:13	592077931888807937	ravikamdar	Instead of worrying about #NepalEarthquake , Sanghis are worried about Christians converting Hindus in land of Pashupatinath. #weakbelief	ceo @bugletech. develop mobile games and apps. a traveler, a family guy and adventure seeker. love street food.	548	1	0
4/25/2015 21:29:56	592078108657897474	ChaplainCoir	Blessed #Lord, we beseech thee to comfort, succor, guide, and enlighten all who are involved with the #NepalEarthquake, Amen.	i'm a chaplain, religious educator, author, theologian, and an intercessor. i advocate christianity. friend/follow me on facebook too!	80	1	2
4/25/2015 21:36:10	592079678988398592	vaz_paz	#SoulVultures is looking to repeat #Haiti in #NepalEarthquake		125	1	1
4/25/2015 21:53:49	592084120890642432	i_am_ranit	#NepalEarthquake Video : You'll not Believe your eyes Watch here http://t.co/yCMJPPtnvg #SoulVultures	founder,ceo @etcbollymasala @indiashinedotin thinker, future entrepreneur! proud indian! http://t.co/8ivn0sikr4	670	1	0
4/25/2015 21:56:41	592084841329393664	karyakarta1992	@TulsiGabbard Christian evangelical #SoulVultures from America seeing #NepalEarthquake as opportunity. You should speak out against this.	software development engineer; computing; databases; civil engineering; hindutva; civilizational nationalism; libertarian; fiscal conservative	217	1	1
4/25/2015 22:13:44	592089132639211520	1moreGanesh	Evangelic bigots fanatic barbarism, arrogance, total lack of sense displays itself during #NepalEarthquake #SoulVultures ISIS far better	tweets are to be taken with pinch of salt. believe at your risk.	2	1	1
4/25/2015 22:16:05	592089725948723200	KommuRavi	@andersoncooper Please do lookup how christian missionaries are preying upon the victims of the earthquake. #Souldvultures #NepalEarthquake		39	1	1
4/25/2015 22:28:02	592092731532582912	ConvenienceBest	Nepal should revert to its Hindu state status from its newly acquired Secular one #NepalEarthquake #SoulVultures #EvangelicalVultures	favor anti-conversion law and ucc, dislike andhbhakti of politicians. usu. rt what i feel is correct, but still rt not = endorsement.	81	1	0
4/25/2015 22:34:33	592094372939702272	swadeshk	Help Sewa in raising funds for earthquake victims in Nepal. http://t.co/1CoVBfgNfv #VijayAwards #NepalEarthquake #NepalQuake #SoulVultures	it professional, yogi, ideologically dharmi, follower of hindutva, hate sickulars.	182	1	2
4/25/2015 22:46:28	592097372546596864	satyaticks	Bloody Vatican douchebags rejoicing as disasters "opens window" to carry their mission #NepalEarthquake #SoulVultures http://t.co/ARoG9Mafzn	#verifiedsanghi	161	1	0
4/25/2015 22:47:33	592097642072510464	satyaticks	These #VulturesOfVatican feed on tragedies to 'triumph' #SoulVultures #NepalEarthquake http://t.co/UoiOPnyXq7	#verifiedsanghi	161	1	1
4/25/2015 23:05:23	592102133006086145	satyaticks	How #SoulVultures looking at Nepal Tragedy.. #NepalEarthquake #VultureEvangelists #VulturesOfVatican http://t.co/EzG3ayvtOD	#verifiedsanghi	161	1	0
4/25/2015 23:10:42	592103468254433280	abhishekpisces	#Christian #Missionaries continue to take benefit of #NepalEarthquake and #Convert them #InTheNameOfGod. http://t.co/gbObg6H0Zp	a hindu nationalist, it professional. fanatic about sewa activities. real sanyas is to sacrifice the self for the betterment of others! - swami vivekananda	140	1	1
4/25/2015 23:25:04	592107082863611905	pushpita	@carolynpriest4 shame on you. Jesus' flock in Haiti and New Orleans faced the same wrath of nature right?#SoulVultures #NepalEarthquake		35	1	0
4/25/2015 23:54:55	592114598251089921	satyaticks	people lost lives &amp; livelihood. But the Vatican pigs think Gospel is the relief.. #SoulVultures #NepalEarthquake http://t.co/nv48gjic3O	#verifiedsanghi	161	1	1
4/25/2015 23:55:36	592114767009026048	TPrasad_7	.@AnjaliGorg So called "Soul Rescuers" needing their own rescue? What a shame!! #NepalEarthquake #SoulVultures https://t.co/xQRhc7BRHl	follow dharma, period. a hindu, telugu native, engr by edu, it professional by career, indian by heart. rts  endorsements. #health #yoga #natural #politics #it	776	1	1
4/26/2015 0:21:05	592121182469558272	rupeshsingh10	Bloody #SoulVultures see #NepalEarthquake not as Tragedy but Triumph. These so call missionaries are worst then ISIS. http://t.co/VsjgxQMd6u	live life on my own terms, a little emotional but very strong, ambitious, party freak, loves music, marketing professional 4 daily bread & butter!!	3797	1	1
4/26/2015 0:26:17	592122491679612929	satyaticks	one more.. the scavengers of tragedy.. inspired by #NepalEarthquake #SoulVultures http://t.co/CjaomvHc2j	#verifiedsanghi	161	1	1
4/26/2015 0:34:52	592124650630418432	sveldanda	I will not be surprised if pro #SoulVultures channel @ndtv will start live telecast of harvesting in #NepalEarthquake to promote further	proud to be fan of modi ji, strong bjp supporter. techie, research scholar, author of research papers in e-gov & es. |yoga | autism | sap |	166	1	1
4/26/2015 0:37:48	592125388249235456	TPrasad_7	.@mediacrooks Let's donate to most trusted #PMReliefFund &gt;&gt; https://t.co/Ymigfuykyq b4 #SoulVultures start preying. @ndtv #NepalEarthquake	follow dharma, period. a hindu, telugu native, engr by edu, it professional by career, indian by heart. rts  endorsements. #health #yoga #natural #politics #it	776	1	2
4/26/2015 0:44:21	592127036413456384	rkgeemail	@infoHINDU - Missionaries increased to Nepal. This earthquake was an opportunity to convert. #NepalEarthquake via	,  tank  |         #adarshliberal must stay away.	602	1	0
4/26/2015 0:46:08	592127487422824448	MadameYG	When in distress, no one checks if the helping hands are #SoulVultures .Its funny how people can insert religion into #NepalEarthquake .	loquacious, political scuttlebutt, love music & parallel cinema, in platonic love with gulzar saab. views personal	120	1	2
4/26/2015 0:51:46	592128905605156865	bishtmk	@abhijitmajumder WTF!! Conversion before helping in #NepalEarthquake Vultures, Scavengers &amp; Christian Missionaries https://t.co/xbhMdEJEwE	works in offshore oil and gas. worked in many countries india, singapore, malaysia, s korea, nigeria, angola, israel, south africa presently offshore malta	46	1	1
4/26/2015 0:53:15	592129278185177089	bishtmk	@gauravcsawant WTF!! Conversion before helping in #NepalEarthquake Vultures, Scavengers &amp; Christian Missionaries https://t.co/xbhMdEJEwE	works in offshore oil and gas. worked in many countries india, singapore, malaysia, s korea, nigeria, angola, israel, south africa presently offshore malta	46	1	1
4/26/2015 0:53:47	592129412402966528	bishtmk	@taslimanasreen WTF!! Conversion before helping in #NepalEarthquake Vultures, Scavengers &amp; Christian Missionaries https://t.co/xbhMdEJEwE	works in offshore oil and gas. worked in many countries india, singapore, malaysia, s korea, nigeria, angola, israel, south africa presently offshore malta	46	1	1
4/26/2015 1:01:07	592131255103311873	RaquelEssence	@jayjensix @MitchWestphal You lose the argument because you are only #NepalEarthquake as an excuse to disparage &amp; denigrate him. Bigot	once in a lifetime	14	1	0
4/26/2015 1:04:23	592132079795642368	being_delhite	No Dearth of #SoulVultures Rahul at Kedarnath John Dayal Victimhood with Fake Attacks Conversion Opportunities after #NepalEarthquake	delhiite [dee-light] - delhite-ful & respectful | india social biz | cloud | hindu nationalist a negative mind will never give you a positive life	2146	1	0
4/26/2015 1:07:18	592132813412966400	vhampiholi	Beware of #SoulVultures during #NepalEarthquake crisis. http://t.co/4SoirZ9D5n	sports lover. #cfc and #patriots fan. rts != endorsement. tweets mainly about sports, humor and politics.	312	1	2
4/26/2015 1:27:19	592137851371819009	sharath1108	Beware of Human Trafficking in the name of Evangelisation , its their high time #NepalEarthquake :#SoulVultures #earthquake	s'weet h'eart a'lways r'eflects affection with th'e smile	154	1	1
4/26/2015 1:29:01	592138275936075776	Joseph08403020	The response of these #SoulVultures to d #NepalEarthquake shows d need of an Anti conversion law in India,to put these frauds in their place	proud to be indian.christian by birth, hindu by culture.agnostic by faith.sports,politics,reading. dont care abt political correctness.	67	1	2
4/26/2015 1:33:27	592139394775003137	tisaiyan	#NepalEarthquake RT - " @ggiittiikkaa Compulsive obsession of #SoulVultures for converting " http://t.co/tUpbTbviVb	there is no religion greater than truth and a truthful person knows no fear - the rig veda	223	1	0
4/26/2015 1:43:33	592141936447725568	eddi3ved	#Presstitutes are expectedly annoyed that India is doing a grt job in Nepal. #IndiaWithNepal #NepalEarthquake http://t.co/0LYFI6LDkq	i am mine.	468	1	1
4/26/2015 1:57:59	592145569113473024	IndiaAspires	While #soulvultures are in Nepal after #NepalEarthquake to encash opportunity in calamity #RSS swayamsevaks are there for selfless service.	रत्नाकरधौतपदां हिमालयकिरीटिनीम् । ब्रह्मराजर्षिररत्नाढ्यां वन्दे भारतमातरम् ॥ tweets on indian politics, economics & aspirations. re tweet not endorsements.	705	1	1
4/26/2015 2:00:03	592146089471520768	Smarty_in	Does @aamaadmiparty / @INCIndia too oppose the soul harvesting by missionary in #NepalEarthquake crisis or only onus on BJP ? #SoulVultures	mango-coolie ..dreaming for a better india.neutralism & liberalism is oxymoron.rts not endorsement.	253	1	1
4/26/2015 2:04:06	592147106162298880	myfrankvoice	Evangelist poachers coming to help #NepalEarthquake victims in return of conversion. May God unleash hell upon them http://t.co/S08EemybTu		145	1	1
4/26/2015 2:05:12	592147382894223361	TPrasad_7	.@KanchanGupta Here take a look at another of sickos. Preying like #SoulVultures during calamity. https://t.co/VoaYCf6Qku #NepalEarthquake	follow dharma, period. a hindu, telugu native, engr by edu, it professional by career, indian by heart. rts  endorsements. #health #yoga #natural #politics #it	776	1	1
4/26/2015 2:19:52	592151075496464384	being_delhite	#SoulVultures must learn humility from "Sanghis" #RSS Rocks via @Nabin22Ray #NepalEarthquake #earthquake http://t.co/qeJM2c6xy3	delhiite [dee-light] - delhite-ful & respectful | india social biz | cloud | hindu nationalist a negative mind will never give you a positive life	2146	1	1
4/26/2015 2:32:27	592154240618864641	prashanth1247	918 Killed in Earth Quake http://t.co/85nllzuTxS #earthquake #CSKvKXIP #VijayAwards #NepalEarthquake #MannkiBaat #SoulVultures		79	1	0
4/26/2015 2:33:59	592154625647730689	prashanth1247	918 Killed in Earth Quake http://t.co/eza8sUjRqa #earthquake #CSKvKXIP #VijayAwards #NepalEarthquake #MannkiBaat #SoulVultures		79	1	0
4/26/2015 2:36:37	592155291418030080	actindia	Greedy #Cricket outfit @BCCI carry on IPL matches to aid betting: Help #NepalEarthquake: #IPL #IPL8 #IPL2015 #Shame http://t.co/Lw2B0XWewb	aid country triumph india. #3e envision future,energize men,empower. india no.1,if we unite,work.age 5 on #swamivivekananda soul.author #wecan.pm #modi with me.	3735	1	0
4/26/2015 2:36:41	592155307939336192	prashanth1247	1800+ Killed in Earth Quake http://t.co/PgwhPrjBPC #earthquake #CSKvKXIP #VijayAwards #NepalEarthquake #MannkiBaat #SoulVultures		79	1	0
4/26/2015 2:39:32	592156022694776832	sverma4NAMO	@laveypj Bastard #SoulVultures hungry vulture...#NepalEarthquake #Nepal #earthquake Our Hindu n Sikh Brothers are already there to help.	जय श्री राम | वन्दे मातरम् | राष्ट्रीय स्वयंसेवक संघ | proud hindu | namo fan | it profesional |	130	1	0
4/26/2015 2:50:19	592158739538571264	prashanth1247	918 Killed in Earth Quake http://t.co/9AbY1lPfib #earthquake #CSKvKXIP #VijayAwards #NepalEarthquake #MannkiBaat #SoulVultures		79	1	1
4/26/2015 2:50:22	592158752297582592	prashanth1247	1800+ Killed in Earth Quake http://t.co/jB3fQY0i41 #earthquake #CSKvKXIP #VijayAwards #NepalEarthquake #MannkiBaat #SoulVultures		79	1	1
4/26/2015 2:58:41	592160844089200641	drmanzanero	@anupamtr: Sad! Appalling! Disgraceful!! #Missionaries #NepalEarthquake http://t.co/HrwSsc1pWb then I don't want to go to their heaven!	internist. director of national hiv/aids & other stis programme. proud father of 2 boys - devin & dylan. love clinical medicine - love patients.	71	1	0
4/26/2015 3:00:56	592161408365830144	prashanth1247	918 Killed in Earth Quake http://t.co/rnOdrC74or #earthquake #CSKvKXIP #VijayAwards #NepalEarthquake #MannkiBaat #SoulVultures		79	1	0
4/26/2015 3:03:40	592162097091387394	JanitaQueensuga	Naysayers, doubters and nonbelievers will you believe the prophet now?!?! Another prophecy has come to pass. @prophetcarn #NepalEarthquake		30	1	0
4/26/2015 3:10:13	592163745687871488	prashanth1247	918 Killed in Earth Quake http://t.co/aIDFSMDgmv #earthquake #CSKvKXIP #VijayAwards #NepalEarthquake #MannkiBaat #SoulVultures		79	1	0
4/26/2015 3:11:36	592164091734593537	ride_2_glory	@TonyMiano is a sick. See what this #SoulVultures tells about temples. Is he welcome in our land? #NepalEarthquake http://t.co/UKMoL24GlW	,    fish connoisseur, twory teller, rider. certified bad influence. aerospace & defence analyst. rts not endorsements.	528	1	1
4/26/2015 3:14:46	592164889247895552	DebashishHiTs	#SoulVultures has sole motive of converting even during times like #NepalEarthquake https://t.co/BgzVFizZ94	views r mine, re-tweets r not. nothing to do with profession. laughter is the best medicine, tears r best soul-cleanser, music best purifier.	1071	1	1
4/26/2015 3:15:33	592165086816415746	IndiaAspires	This sick person of #SoulVultures family trying to encash calamity of #NepalEarthquake in the name of Christ. https://t.co/vFnqu8TOqY	रत्नाकरधौतपदां हिमालयकिरीटिनीम् । ब्रह्मराजर्षिररत्नाढ्यां वन्दे भारतमातरम् ॥ tweets on indian politics, economics & aspirations. re tweet not endorsements.	705	1	1
4/26/2015 3:17:50	592165661754855424	sverma4NAMO	@TonyMiano @CNN #SoulVultures Every Holy temple will be rebuilt and will stand with proud again. #NepalEarthquake #Nepal	जय श्री राम | वन्दे मातरम् | राष्ट्रीय स्वयंसेवक संघ | proud hindu | namo fan | it profesional |	130	1	2
4/26/2015 3:18:24	592165804591820800	HELLHOO2U	World is full of abrahamic religion chutiyas many would come out to harvest souls after #NepalEarthquake	in making	214	1	1
4/26/2015 3:20:01	592166211347066880	abhayagrawalsr	What is wrong with people? Using the #NepalEarthquake to convert the victims? #SoulVultures	completely awesome :- ca, want my life to be gr8 may not be high	101	1	2
4/26/2015 3:20:27	592166322114465792	gagandeepbisht	Shaitan is showing its color in d name of evangelists #NepalEarthquake https://t.co/jZhBpavat0	intrepid traveller , a soldier now into adventure and spiritual tourism . uttarakhand tourism .charmachan.kalpgram.thrillkeeda.	141	1	1
4/26/2015 3:21:39	592166623546515456	tweetw_ala	Only in your  @TonyMiano dreams, you bastard.. Jesus has a message for you -- Fuck off.. @CNN https://t.co/smHtWWdx6S #NepalEarthquake	liberal | sarcastic | logical | tweets mostly on politics | cricket | movies | rt's are not endorsements | abusers will be blocked |	1030	1	0
4/26/2015 3:23:32	592167096789835778	Sunielpal	That is why I just hate #aaptards #aaptardni and #presstitutes @LambaAlka #nepalearthquake #earthquake http://t.co/znRCKTOdYw	proud hindu, proud indian jai mata di!!	236	1	0
4/26/2015 3:24:27	592167326180515840	twittewarrior	@Ncell Shame on you. Country is in total disaster and you are taking this as opportunity. #shame #teliasonera #ncell #NepalEarthquake	#lactobacillus paracasei र #lactobacillus reteuri कल्चर संग खेलीरहने मान्छे। #microbiologist #anti-maoist	739	1	0
4/26/2015 3:25:46	592167657283006464	1CricFan	have Mullahs blamed religious inadequacy for #NepalEarthquake Just wondering ..	keep away from people who try to belittle your ambitions. small people always do that, but the really great make you feel that you, too can become great !!!	837	1	0
4/26/2015 3:29:17	592168543875039232	arenmishra	#SoulVultures pryng fr lost souls in #NepalEarthquake, no cncrn for humans pain. They fed on asian flesh nw wnt soul https://t.co/ycfPpqSjd8		15	1	1
4/26/2015 3:32:46	592169421373706240	satishpandeyG	I think #OperationMaitri started by Army for #NepalEarthquake sufferers is better trend than #ManKiBaat or #SoulVultures in this time.	human by nature,logical indian,freelance writer, teaching economics.wish to see india corruption free democracy -leading world toward peace and prosperity.	1313	1	0
4/26/2015 3:33:49	592169685224853504	mswami	Even during 2005 Tsunami #SoulVultures descended in droves to exploit grief stricken people. http://t.co/EzecnxEjNI #NepalEarthquake	maverick,non-sikular liberal , house husband and a gainfully unemployed bloke watching the world in amusement! alumni of xlri. detest left-lib elite	1403	1	1
4/26/2015 3:38:43	592170919071588352	DhruvTank10	Hindus who say all religions are same, see reactions of Evangelists on #NepalEarthquake. If you still say so, don't mind being called a fool	lawyer in the making from ils law college. as don corleone says, 'a lawyer with a briefcase can steal more money than 100 men with guns.' right wing ideologue.	149	1	0
4/26/2015 3:38:47	592170935567790081	Vedchetan	Unfortunately, buggers are buggers, Christian missionaries will never improve. #NepalEarthquake https://t.co/zsJwL7rn3V	adv. bom high court. social worker. scripture lover. managing editor @analystworld http://t.co/ejpzlq9ypv want to be in peace. president http://t.co/mdb43oc4zm	6215	1	1
4/26/2015 3:38:54	592170962725933056	alfamale201516	@poojarmalhotra ; ask this question to xtiab evangelists. They are using #NepalEarthquake tragedy as an excuse to convert @CrimeMasterV2	rt's are not endorsements	63	1	1
4/26/2015 3:41:24	592171595117895680	RamraoKP_	Shame on u for having such thoughts https://t.co/frl5qiMZre Hindus from Nepal plz save Hindus from #SoulVultures #NepalEarthquake @KiranKS	|  | hindu nationalist | | brahmin | |nationfirst | |ram ji bhakt | |member of @bjpindia | #hindusarehumantoo | |bharat mata ki jai| |vandemataram|	1545	1	1
4/26/2015 3:42:53	592171964694859776	DhruvTank10	Respect all religions, follow pure secularism, but accepting bigotary such as what Evangelists are doing for #NepalEarthquake is disguting.	lawyer in the making from ils law college. as don corleone says, 'a lawyer with a briefcase can steal more money than 100 men with guns.' right wing ideologue.	149	1	2
4/26/2015 3:44:20	592172330597494785	satyaticks	Christ and crisis.. made for each other.. #SoulVultures #NepalEarthquake http://t.co/9s0Vj2eVul	#verifiedsanghi	162	1	2
4/26/2015 3:44:51	592172462575587328	mikobhayangkara	#KCA #VoteJKT48ID satyaticks: Christ and crisis.. made for each other.. #SoulVultures #NepalEarthquake http://t.co/87hey0EEut		501	1	1
4/26/2015 3:44:55	592172478799159297	SPJKT48	#KCA #VoteJKT48ID satyaticks: Christ and crisis.. made for each other.. #SoulVultures #NepalEarthquake http://t.co/vG75tUQc7A	share share	473	1	1
4/26/2015 3:44:59	592172494997594112	andirabintang95	#KCA #VoteJKT48ID satyaticks: Christ and crisis.. made for each other.. #SoulVultures #NepalEarthquake http://t.co/sFNME5APfx		457	1	1
4/26/2015 3:46:40	592172919964311553	RamraoKP_	#SoulVultures trying to collect donations in the name of Nepal relief . Please only donate to @PMOIndia relief Fund . #NepalEarthquake	|  | hindu nationalist | | brahmin | |nationfirst | |ram ji bhakt | |member of @bjpindia | #hindusarehumantoo | |bharat mata ki jai| |vandemataram|	1545	1	1
4/26/2015 3:48:18	592173329118691329	raging_critic	#NepalEarthquake People r helping without any religious bias.Y can't this be a daily feature?Y do we need a big tragedy 2 be "only humans"?	love travel, food and stocks. don't believe in religion, caste, idol worship and political parties. prefer merit over quota systems. don't trust media.	1	1	2
4/26/2015 3:49:31	592173634501812224	Sharwan_Hindu	Dear Xian #SoulVultures You are saying that Jesus could have saved us from #NepalEarthquake. Do you remember destruction of Rome by Mongols?	rationalist hindu nationalist	58	1	1
4/26/2015 3:51:51	592174221226160128	noconversion	Xtian Missionaries are coming to Nepal more vultures to harvest Souls #NepalEarthquake @HMOIndia @nepalitimes http://t.co/b6HwCBeaLs	my main goal is to expose & stop fraud hindu conversions by christian missionaries in india & nepal	12766	1	1
4/26/2015 3:51:56	592174243179147265	GanapathyI	Any Church org or Muslim org in India announced food and relief work without conversion intent? #NepalEarthquake	right-wing hindu. keen on politics, economy, tech ventures, business & international affairs. #trump4president	1509	1	1
4/26/2015 4:03:41	592177200448741377	ratigirl	Breaking News: Greenpeace and Ford Foundation doing stellar NON work in #NepalEarthquake stricken Kathmandu ! #SoulVultures		22531	1	0
4/26/2015 4:05:50	592177743229374464	RamraoKP_	#SoulVultures are trying to use #NepalEarthquake as conversion opportunity." Plz Hindus in Nepal save Hindus from xtian missionaries.	|  | hindu nationalist | | brahmin | |nationfirst | |ram ji bhakt | |member of @bjpindia | #hindusarehumantoo | |bharat mata ki jai| |vandemataram|	1545	1	1
4/26/2015 4:06:56	592178019306905600	chandansadhu	Indian Army names aid mission in Nepal as "Operation Maitri". #earthquake #SoulVultures #NepalEarthquake #Kathmandu	an engineer by profession, ex rj, theater actor, sales & marketing professional, traveler, love driving, film critic. active on twitter from aug 2014	233	1	2
4/26/2015 4:10:25	592178894867836928	sammysaurus_	Disgusting. RT @nayanikaaa: What is wrong with people? Using the #NepalEarthquake to convert the victims? #Soulvultures.	arsenal // indonesia	318	1	1
4/26/2015 4:11:33	592179179078164480	MusicWorthL	@JohnDayal shame in u.. #SoulVultures like u not even divide society but also dine on the died during the natural tragedy #NepalEarthquake	an indian in the usa	63	1	1
4/26/2015 4:12:25	592179399312678912	himanshugo	Pls don't donate 2 #SoulVultures , instead donate to Dharmic org. Which is doing selfless service #NepalEarthquake https://t.co/3HmagXYcBI	all ideas including religion should be open to criticism, scrutiny & ridicule	446	1	1
4/26/2015 4:12:50	592179503671083008	samargoyal09	#SoulVultures are trying to use #NepalEarthquake as conversion opportunity." Plz Hindus in Nepal save Hindus from xtian missionaries.	जलवे तो नचनियों के होते हैं हमारा तो ना तुफान ऊठा करै हैं।	117	1	1
4/26/2015 4:13:08	592179581005615104	itgeniegroup	#RSS at work soon after #NepalEarthquake ... Where are Jihadis? http://t.co/5CHCaNyh8q	founder / operational manager - it genie group, web development | digital marketing |orm consultant	792	1	0
4/26/2015 4:16:25	592180403982737409	prashanth1247	1800+ Killed in Earth Quake http://t.co/PgwhPrjBPC #earthquake #CSKvKXIP #VijayAwards #NepalEarthquake #MannkiBaat #SoulVultures		79	1	0
4/26/2015 4:16:36	592180452749783040	vaishalidbhatt	Missionaries are #ISIS in India.... #SoulVultures #NepalEarthquake	spirited lazy, crazy for shoes, watch and purses. a proud hindu. dream of having 2 children, one in army, one for rss.rt no endorsement.	9711	1	1
4/26/2015 4:17:42	592180730064543744	haritasabhyataa	Its been nearly 24 hrs since #NepalEarthquake, Pappu Mulla Father n Khooni hv gone into hiding #VoteVultures #FarmerVultures #SoulVultures	civil engineer working in water management, renewable energy. biking and politics are my other passions. my tweets are for my pm.	167	1	0
4/26/2015 4:18:20	592180886281400320	harsh1977	#SoulVultures http://t.co/CvBB7VxNrw hidden fact of #missionaries #vulture #christian #NepalEarthquake #Nepal http://t.co/LuRglt9K0m	political and animal activist, social worker, photographer. creative vfx director with films n animaiton & a proud vegetarian by choice and a modi bhakt :)	767	1	0
4/26/2015 4:21:54	592181787071156224	roessejh	...earthquakes happen because of tectonic plates, they are not a result of lack of jesus. Christians and science, smh  #NepalEarthquake		43	1	2
4/26/2015 4:23:21	592182149010169856	basavarajnasi	Breaking News: Greenpeace and Ford Foundation doing stellar NON work in #NepalEarthquake stricken Kathmandu ! #SoulVultures"	i am a counciler	39	1	0
4/26/2015 4:25:24	592182664905396226	hemu_w	Feeling sad ab #Nepal hope #buddhist places n #Buddha vihars are not affected by #NepalEarthquake	#buddhist, follower of #bharatratna dr.b.r.ambedkar. #ambedkarite movement #buddhist movement, love #books #movies #photography #cinematography	94	1	2
4/26/2015 4:27:34	592183209435090945	Rakeshinteriors	RT. When Jesus can't save himself how will he save others? #SoulVultures #NepalEarthquake #RSS #HDL @girirajsinghbjp http://t.co/aK6rIKX1EN	। interior designer । contractor । hindu | a true patriot | नैनं छिन्दन्ति शस्त्राणि नैनं दहति पावक:। न चैनं क्लेदयन्त्यापो न शोषयति मारुत:॥ राम...राम...राम	142	1	1
4/26/2015 4:27:47	592183265324335104	Biorahul	Christian missionaries &amp; their hidden communal agenda. Compare this to selfless work by #RSS #NepalEarthquake http://t.co/oBHjPmHT3L	voracious reader | movies-music-politics-religion | rightist | news addict | kkr till death | lazy blogger | lover of all things delhi | #hr	4505	1	1
4/26/2015 4:34:45	592185020975943680	Rakeshinteriors	RT. People need Relief not trash Bible. #NepalEarthquake #Sickos #HDL #RSS #earthquake #SoulVultures #Presstitutes http://t.co/RQtr2QRYOS	। interior designer । contractor । hindu | a true patriot | नैनं छिन्दन्ति शस्त्राणि नैनं दहति पावक:। न चैनं क्लेदयन्त्यापो न शोषयति मारुत:॥ राम...राम...राम	142	1	1
4/26/2015 4:35:45	592185269480198144	gkthakur_5cr	#SoulVultures exploitation at its very best. Keep religion away in providing relief to the affected during crisis time. #NepalEarthquake	harnessing the power of heaven!!!	30	1	2
4/26/2015 4:40:08	592186375752941568	RevolutionMonk	#VultureEvangelists #SoulVultures looking for a way to see the gospel go forth in the midst of #NepalEarthquake http://t.co/KE1KWlvPlF	questioning the hypocrisy and selective outrage of main stream media & politicians i nation first l https://t.co/erg8gopxsv	2616	1	1
4/26/2015 4:40:34	592186484863598592	DebashishHiTs	#SoulVultures celebrate the opportunity to convert amidst deaths, destruction #NepalEarthquake http://t.co/9tha1xtFKE	views r mine, re-tweets r not. nothing to do with profession. laughter is the best medicine, tears r best soul-cleanser, music best purifier.	1071	1	1
4/26/2015 4:40:44	592186526420733952	vikas2783	Shameless #SoulVultures http://t.co/mCvghSxmfw #nepalearthquake	interested in technology, hinduism, politics , nature, etc. believe in live and let live, currently pro #modi at centre & pro #vbs at state	2449	1	1
4/26/2015 4:41:32	592186727915065344	Sonu_Bhaskar	(2) #Shame on 'faith-marketers' - Hunting #NepalEarthQuake victims for #soulharvest?#SoulVultures @KanchanGupta http://t.co/LQ6asRCxf8	making a positive difference; i'm on a quest to experience life! neuroscientist, humanitarian, medico, poet, saggitarian & an altruist at heart.	7052	1	1
4/26/2015 4:42:13	592186900049367040	Rightwingdian	Have evangelical vultures moved in, to feast on socially rotting human flesh? Wish Shiv Sena was there to protect them! #NepalEarthquake	mumbai-based professional. right-wing thoughts on economy, politics & nation.	8458	1	1
4/26/2015 4:42:54	592187070602346496	VaradSharma	So Christian missionaries are selfishly working. Yes, you heard it right - selfishly. Not selflessly. #NepalEarthquake	indian. kashmiri. writer. activist	1154	1	1
4/26/2015 4:44:00	592187348906971136	Sonu_Bhaskar	(3) #Shame on 'faith-marketers' - Hunting #NepalEarthQuake victims for #soulharvest?#SoulVultures @KanchanGupta http://t.co/d3IFLM06dU	making a positive difference; i'm on a quest to experience life! neuroscientist, humanitarian, medico, poet, saggitarian & an altruist at heart.	7052	1	1
